zip,compid,compname,comrate,indrate,resrate
72774,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72801,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72802,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72821,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72823,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72824,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72827,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72828,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72829,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72830,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72832,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72833,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72834,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72835,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72837,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72838,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72840,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72841,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72842,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72843,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72846,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72847,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72851,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72853,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72855,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72857,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72858,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72860,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72863,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72865,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72901,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72903,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72904,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72905,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72908,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72916,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72916,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72921,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72923,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72926,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72927,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72927,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72927,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72928,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72933,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72934,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72936,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72936,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72937,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72938,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72940,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72941,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72943,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72944,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72945,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72946,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72947,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72949,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72950,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72951,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72956,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72958,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72958,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72959,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73002,15474,PSC of Oklahoma,74.19,58.93,84.1
73004,15474,PSC of Oklahoma,74.19,58.93,84.1
73005,15474,PSC of Oklahoma,74.19,58.93,84.1
73006,15474,PSC of Oklahoma,74.19,58.93,84.1
73007,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73008,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73010,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73010,15474,PSC of Oklahoma,74.19,58.93,84.1
73011,15474,PSC of Oklahoma,74.19,58.93,84.1
73012,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73013,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73015,15474,PSC of Oklahoma,74.19,58.93,84.1
73017,15474,PSC of Oklahoma,74.19,58.93,84.1
73018,15474,PSC of Oklahoma,74.19,58.93,84.1
73019,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73020,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73025,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73026,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73028,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73029,15474,PSC of Oklahoma,74.19,58.93,84.1
73030,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73034,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73036,15474,PSC of Oklahoma,74.19,58.93,84.1
73036,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73040,15474,PSC of Oklahoma,74.19,58.93,84.1
73044,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73045,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73047,15474,PSC of Oklahoma,74.19,58.93,84.1
73048,15474,PSC of Oklahoma,74.19,58.93,84.1
73049,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73052,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73052,15474,PSC of Oklahoma,74.19,58.93,84.1
73054,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73055,15474,PSC of Oklahoma,74.19,58.93,84.1
73057,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73059,15474,PSC of Oklahoma,74.19,58.93,84.1
73062,15474,PSC of Oklahoma,74.19,58.93,84.1
73064,15474,PSC of Oklahoma,74.19,58.93,84.1
73064,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73065,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73065,15474,PSC of Oklahoma,74.19,58.93,84.1
73067,15474,PSC of Oklahoma,74.19,58.93,84.1
73068,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73069,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73071,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73072,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73075,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73078,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73079,15474,PSC of Oklahoma,74.19,58.93,84.1
73082,15474,PSC of Oklahoma,74.19,58.93,84.1
73084,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73086,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73089,15474,PSC of Oklahoma,74.19,58.93,84.1
73090,15474,PSC of Oklahoma,74.19,58.93,84.1
73092,15474,PSC of Oklahoma,74.19,58.93,84.1
73096,15474,PSC of Oklahoma,74.19,58.93,84.1
73098,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73099,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73099,15474,PSC of Oklahoma,74.19,58.93,84.1
73102,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73103,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73104,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73105,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73106,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73107,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73108,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73109,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73110,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73111,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73112,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73114,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73115,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73116,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73117,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73118,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73119,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73120,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73121,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73122,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73125,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73127,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73128,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73129,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73130,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73131,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73132,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73134,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73135,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73139,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73141,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73142,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73145,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73149,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73150,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73151,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73159,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73160,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73162,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73165,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73169,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73170,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73173,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73173,15474,PSC of Oklahoma,74.19,58.93,84.1
73179,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73401,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73402,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73438,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73439,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73439,A3483,Oncor Electric Delivery Co.,0,0,0
73443,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73446,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73447,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73448,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73456,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73460,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73463,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73501,15474,PSC of Oklahoma,74.19,58.93,84.1
73503,15474,PSC of Oklahoma,74.19,58.93,84.1
73505,15474,PSC of Oklahoma,74.19,58.93,84.1
73507,15474,PSC of Oklahoma,74.19,58.93,84.1
73521,15474,PSC of Oklahoma,74.19,58.93,84.1
73526,15474,PSC of Oklahoma,74.19,58.93,84.1
73527,15474,PSC of Oklahoma,74.19,58.93,84.1
73530,A3483,Oncor Electric Delivery Co.,0,0,0
73530,20404,AEP Texas North Co.,0,0,0
73531,A3483,Oncor Electric Delivery Co.,0,0,0
73533,15474,PSC of Oklahoma,74.19,58.93,84.1
73537,20404,AEP Texas North Co.,0,0,0
73538,15474,PSC of Oklahoma,74.19,58.93,84.1
73541,15474,PSC of Oklahoma,74.19,58.93,84.1
73546,A3483,Oncor Electric Delivery Co.,0,0,0
73546,15474,PSC of Oklahoma,74.19,58.93,84.1
73547,15474,PSC of Oklahoma,74.19,58.93,84.1
73548,15474,PSC of Oklahoma,74.19,58.93,84.1
73550,15474,PSC of Oklahoma,74.19,58.93,84.1
73550,20404,AEP Texas North Co.,0,0,0
73554,15474,PSC of Oklahoma,74.19,58.93,84.1
73556,15474,PSC of Oklahoma,74.19,58.93,84.1
73560,20404,AEP Texas North Co.,0,0,0
73562,A3483,Oncor Electric Delivery Co.,0,0,0
73566,15474,PSC of Oklahoma,74.19,58.93,84.1
73567,15474,PSC of Oklahoma,74.19,58.93,84.1
73568,15474,PSC of Oklahoma,74.19,58.93,84.1
73569,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
73570,15474,PSC of Oklahoma,74.19,58.93,84.1
73572,15474,PSC of Oklahoma,74.19,58.93,84.1
73573,15474,PSC of Oklahoma,74.19,58.93,84.1
73601,15474,PSC of Oklahoma,74.19,58.93,84.1
73620,15474,PSC of Oklahoma,74.19,58.93,84.1
73622,15474,PSC of Oklahoma,74.19,58.93,84.1
73624,15474,PSC of Oklahoma,74.19,58.93,84.1
73626,15474,PSC of Oklahoma,74.19,58.93,84.1
73627,15474,PSC of Oklahoma,74.19,58.93,84.1
73628,15474,PSC of Oklahoma,74.19,58.93,84.1
73632,15474,PSC of Oklahoma,74.19,58.93,84.1
73639,15474,PSC of Oklahoma,74.19,58.93,84.1
73641,15474,PSC of Oklahoma,74.19,58.93,84.1
73644,15474,PSC of Oklahoma,74.19,58.93,84.1
73645,15474,PSC of Oklahoma,74.19,58.93,84.1
73645,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73647,15474,PSC of Oklahoma,74.19,58.93,84.1
73651,15474,PSC of Oklahoma,74.19,58.93,84.1
73655,15474,PSC of Oklahoma,74.19,58.93,84.1
73660,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73662,15474,PSC of Oklahoma,74.19,58.93,84.1
73663,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73664,15474,PSC of Oklahoma,74.19,58.93,84.1
73666,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73669,15474,PSC of Oklahoma,74.19,58.93,84.1
73669,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73701,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73703,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73705,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73717,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73722,12698,Aquila Inc.,68.63,52.06,84.81
73742,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73758,12698,Aquila Inc.,68.63,52.06,84.81
73759,12698,Aquila Inc.,68.63,52.06,84.81
73759,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
73759,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73762,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73771,12698,Aquila Inc.,68.63,52.06,84.81
73771,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73773,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73801,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73832,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73834,12698,Aquila Inc.,68.63,52.06,84.81
73838,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73855,12698,Aquila Inc.,68.63,52.06,84.81
73858,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73858,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
73932,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73933,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73939,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73942,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73947,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73949,17718,Southwestern Public Service Co.,76.73,54.1,82.84
73950,12698,Aquila Inc.,68.63,52.06,84.81
74002,15474,PSC of Oklahoma,74.19,58.93,84.1
74003,15474,PSC of Oklahoma,74.19,58.93,84.1
74006,15474,PSC of Oklahoma,74.19,58.93,84.1
74008,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74008,15474,PSC of Oklahoma,74.19,58.93,84.1
74010,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74011,15474,PSC of Oklahoma,74.19,58.93,84.1
74011,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74012,15474,PSC of Oklahoma,74.19,58.93,84.1
74014,15474,PSC of Oklahoma,74.19,58.93,84.1
74015,15474,PSC of Oklahoma,74.19,58.93,84.1
74016,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
74016,15474,PSC of Oklahoma,74.19,58.93,84.1
74017,15474,PSC of Oklahoma,74.19,58.93,84.1
74021,15474,PSC of Oklahoma,74.19,58.93,84.1
74022,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
74028,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74029,15474,PSC of Oklahoma,74.19,58.93,84.1
74030,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74033,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74036,15474,PSC of Oklahoma,74.19,58.93,84.1
74037,15474,PSC of Oklahoma,74.19,58.93,84.1
74037,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74038,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74039,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74041,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74047,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74048,15474,PSC of Oklahoma,74.19,58.93,84.1
74051,15474,PSC of Oklahoma,74.19,58.93,84.1
74052,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74053,15474,PSC of Oklahoma,74.19,58.93,84.1
74055,15474,PSC of Oklahoma,74.19,58.93,84.1
74059,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74063,15474,PSC of Oklahoma,74.19,58.93,84.1
74066,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74066,15474,PSC of Oklahoma,74.19,58.93,84.1
74070,15474,PSC of Oklahoma,74.19,58.93,84.1
74072,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
74073,15474,PSC of Oklahoma,74.19,58.93,84.1
74075,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74080,15474,PSC of Oklahoma,74.19,58.93,84.1
74083,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
74085,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74103,15474,PSC of Oklahoma,74.19,58.93,84.1
74104,15474,PSC of Oklahoma,74.19,58.93,84.1
74105,15474,PSC of Oklahoma,74.19,58.93,84.1
74106,15474,PSC of Oklahoma,74.19,58.93,84.1
74107,15474,PSC of Oklahoma,74.19,58.93,84.1
74108,15474,PSC of Oklahoma,74.19,58.93,84.1
74110,15474,PSC of Oklahoma,74.19,58.93,84.1
74112,15474,PSC of Oklahoma,74.19,58.93,84.1
74114,15474,PSC of Oklahoma,74.19,58.93,84.1
74115,15474,PSC of Oklahoma,74.19,58.93,84.1
74116,15474,PSC of Oklahoma,74.19,58.93,84.1
74117,15474,PSC of Oklahoma,74.19,58.93,84.1
74119,15474,PSC of Oklahoma,74.19,58.93,84.1
74120,15474,PSC of Oklahoma,74.19,58.93,84.1
74126,15474,PSC of Oklahoma,74.19,58.93,84.1
74127,15474,PSC of Oklahoma,74.19,58.93,84.1
74128,15474,PSC of Oklahoma,74.19,58.93,84.1
74129,15474,PSC of Oklahoma,74.19,58.93,84.1
74130,15474,PSC of Oklahoma,74.19,58.93,84.1
74131,15474,PSC of Oklahoma,74.19,58.93,84.1
74131,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74132,15474,PSC of Oklahoma,74.19,58.93,84.1
74133,15474,PSC of Oklahoma,74.19,58.93,84.1
74134,15474,PSC of Oklahoma,74.19,58.93,84.1
74135,15474,PSC of Oklahoma,74.19,58.93,84.1
74136,15474,PSC of Oklahoma,74.19,58.93,84.1
74137,15474,PSC of Oklahoma,74.19,58.93,84.1
74137,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74145,15474,PSC of Oklahoma,74.19,58.93,84.1
74146,15474,PSC of Oklahoma,74.19,58.93,84.1
74172,15474,PSC of Oklahoma,74.19,58.93,84.1
74301,15474,PSC of Oklahoma,74.19,58.93,84.1
74330,15474,PSC of Oklahoma,74.19,58.93,84.1
74331,15474,PSC of Oklahoma,74.19,58.93,84.1
74331,5860,Empire District Electric Co.,74.74,56.59,83.94
74332,15474,PSC of Oklahoma,74.19,58.93,84.1
74333,5860,Empire District Electric Co.,74.74,56.59,83.94
74337,15474,PSC of Oklahoma,74.19,58.93,84.1
74339,5860,Empire District Electric Co.,74.74,56.59,83.94
74339,15474,PSC of Oklahoma,74.19,58.93,84.1
74343,5860,Empire District Electric Co.,74.74,56.59,83.94
74344,15474,PSC of Oklahoma,74.19,58.93,84.1
74344,5860,Empire District Electric Co.,74.74,56.59,83.94
74346,15474,PSC of Oklahoma,74.19,58.93,84.1
74352,15474,PSC of Oklahoma,74.19,58.93,84.1
74354,5860,Empire District Electric Co.,74.74,56.59,83.94
74358,5860,Empire District Electric Co.,74.74,56.59,83.94
74360,5860,Empire District Electric Co.,74.74,56.59,83.94
74361,15474,PSC of Oklahoma,74.19,58.93,84.1
74363,5860,Empire District Electric Co.,74.74,56.59,83.94
74365,15474,PSC of Oklahoma,74.19,58.93,84.1
74366,15474,PSC of Oklahoma,74.19,58.93,84.1
74367,15474,PSC of Oklahoma,74.19,58.93,84.1
74370,5860,Empire District Electric Co.,74.74,56.59,83.94
74401,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74403,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74421,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74426,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74429,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74429,15474,PSC of Oklahoma,74.19,58.93,84.1
74431,15474,PSC of Oklahoma,74.19,58.93,84.1
74432,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74434,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74435,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74436,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74437,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74437,15474,PSC of Oklahoma,74.19,58.93,84.1
74445,15474,PSC of Oklahoma,74.19,58.93,84.1
74447,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74447,15474,PSC of Oklahoma,74.19,58.93,84.1
74454,15474,PSC of Oklahoma,74.19,58.93,84.1
74462,15474,PSC of Oklahoma,74.19,58.93,84.1
74469,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74470,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74501,15474,PSC of Oklahoma,74.19,58.93,84.1
74523,15474,PSC of Oklahoma,74.19,58.93,84.1
74525,15474,PSC of Oklahoma,74.19,58.93,84.1
74536,15474,PSC of Oklahoma,74.19,58.93,84.1
74538,15474,PSC of Oklahoma,74.19,58.93,84.1
74546,15474,PSC of Oklahoma,74.19,58.93,84.1
74547,15474,PSC of Oklahoma,74.19,58.93,84.1
74552,15474,PSC of Oklahoma,74.19,58.93,84.1
74553,15474,PSC of Oklahoma,74.19,58.93,84.1
74556,15474,PSC of Oklahoma,74.19,58.93,84.1
74560,15474,PSC of Oklahoma,74.19,58.93,84.1
74561,15474,PSC of Oklahoma,74.19,58.93,84.1
74571,15474,PSC of Oklahoma,74.19,58.93,84.1
74574,15474,PSC of Oklahoma,74.19,58.93,84.1
74578,15474,PSC of Oklahoma,74.19,58.93,84.1
74632,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
74632,12698,Aquila Inc.,68.63,52.06,84.81
74647,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
74701,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74728,15474,PSC of Oklahoma,74.19,58.93,84.1
74730,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74731,A3483,Oncor Electric Delivery Co.,0,0,0
74733,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74733,A3483,Oncor Electric Delivery Co.,0,0,0
74736,15474,PSC of Oklahoma,74.19,58.93,84.1
74737,15474,PSC of Oklahoma,74.19,58.93,84.1
74738,A3483,Oncor Electric Delivery Co.,0,0,0
74741,A3483,Oncor Electric Delivery Co.,0,0,0
74743,15474,PSC of Oklahoma,74.19,58.93,84.1
74743,A3483,Oncor Electric Delivery Co.,0,0,0
74745,15474,PSC of Oklahoma,74.19,58.93,84.1
74764,15474,PSC of Oklahoma,74.19,58.93,84.1
74766,15474,PSC of Oklahoma,74.19,58.93,84.1
74801,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
74804,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
